episode_step,progress,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,obs_83,obs_84,obs_85,obs_86,obs_87,obs_88,obs_89,obs_90,obs_91,obs_92,obs_93,obs_94,obs_95,obs_96,obs_97,obs_98,obs_99,obs_100,obs_101,obs_102,obs_103,obs_104,obs_105,obs_106,obs_107,obs_108,obs_109,obs_110,obs_111,obs_112,obs_113,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20
11,0.014514,-0.396660,0.165948,-0.069080,0.719219,-0.328306,-0.179630,-0.430603,0.061611,-0.028276,0.790038,-0.360307,-0.067782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267548,0.536031,-0.167722,-0.548464,0.248209,-0.558393,-0.219293,0.459028,-0.231873,0.374603,-0.168876,-0.513903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999707,0.023512,-0.023483,0.999711,-0.005805,0.005013,0.051489,-0.023120,0.014249,-0.006718,0.025165,-0.042350,-0.001466,0.003048,-0.042777,-0.018990,0.037728,0.007068,0.030748,-0.021495,-0.047728,0.003068,0.003068,-0.003068,0.001534,-0.009204,0.001534,-0.004602,0.006136,-0.000000,0.076655,0.383274,-0.306619,-0.229965,0.153310,-0.766549,-0.229965,0.306619,-0.229965,0.306619,0.000000,-0.459929,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.065809,1.397966,-0.990851,-0.747789,0.271015,-1.216460,-1.217922,1.726938,-0.595130,1.810523,-0.240991,-1.117571,0.145472,0.096214,-0.084165,0.612365,-0.846089,0.259567,0.120399,1.258663,-0.691097,0.056273,1.294987,-0.832352,-0.857129,0.215688,-1.152082,-1.353586,1.642058,-0.633749,2.187215,-0.279463,-1.117071,0.146253,0.081761,-0.041644,0.654150,-0.789956,0.212438,0.030224,1.322407,-0.640706
12,0.015965,-0.390660,0.177277,-0.072445,0.706965,-0.322759,-0.191366,-0.440825,0.070052,-0.033082,0.808104,-0.368452,-0.077461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.284563,0.530775,-0.155717,-0.580621,0.262865,-0.549171,-0.685773,0.347591,-0.222818,1.223366,-0.550926,-0.409890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999701,0.023701,-0.023678,0.999712,-0.006117,0.003821,0.058717,-0.026738,0.017332,-0.006718,0.028233,-0.045417,-0.004534,0.006116,-0.047379,-0.022058,0.040796,0.005534,0.035350,-0.023029,-0.053864,0.003068,0.003068,-0.003068,0.001534,-0.009204,0.001534,-0.004602,0.006136,-0.000000,0.000000,0.459929,-0.306619,-0.229965,0.153310,-0.536584,-0.383274,0.383274,-0.229965,0.383274,-0.076655,-0.536584,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.056273,1.294987,-0.832352,-0.857129,0.215688,-1.152082,-1.353586,1.642058,-0.633749,2.187215,-0.279463,-1.117071,0.146253,0.081761,-0.041644,0.654150,-0.789956,0.212438,0.030224,1.322407,-0.640706,0.049856,1.210973,-0.703999,-1.003805,0.188843,-1.202582,-1.542336,1.511070,-0.622840,2.685282,-0.375621,-1.082187,0.155431,0.064235,-0.010660,0.688019,-0.772184,0.159845,-0.060439,1.384421,-0.544373
13,0.017417,-0.385278,0.187179,-0.075309,0.695994,-0.317792,-0.201597,-0.458034,0.075515,-0.037188,0.838973,-0.382344,-0.084178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.238238,0.423655,-0.118202,-0.484350,0.219345,-0.436214,-1.209810,0.124215,-0.170287,2.183643,-0.981936,-0.187687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999687,0.024074,-0.024067,0.999710,-0.006845,0.001070,0.070708,-0.030701,0.016359,-0.006718,0.037437,-0.048485,-0.007602,0.009184,-0.059650,-0.029728,0.050000,-0.000602,0.044554,-0.030699,-0.066136,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.459929,-0.076655,-0.153310,0.229965,-0.536584,-0.306619,0.459929,-0.306619,0.383274,-0.383274,-0.613239,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.049856,1.210973,-0.703999,-1.003805,0.188843,-1.202582,-1.542336,1.511070,-0.622840,2.685282,-0.375621,-1.082187,0.155431,0.064235,-0.010660,0.688019,-0.772184,0.159845,-0.060439,1.384421,-0.544373,0.176622,0.930185,-0.542373,-1.162308,0.274550,-1.212840,-1.879045,1.319385,-0.552129,3.293834,-0.530209,-0.914502,0.161406,0.042853,-0.000805,0.693188,-0.777440,0.084407,-0.140766,1.470195,-0.380573
14,0.018868,-0.381130,0.194223,-0.077173,0.687591,-0.313985,-0.208815,-0.489217,0.075020,-0.039894,0.895449,-0.407729,-0.084969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.201439,0.334629,-0.086015,-0.407413,0.184581,-0.342020,-1.736463,-0.093807,-0.111218,3.143771,-1.409515,0.029528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999674,0.024386,-0.024402,0.999700,-0.007524,-0.002209,0.084146,-0.028382,0.016209,-0.006718,0.048175,-0.050019,-0.012204,0.012252,-0.081126,-0.037398,0.059204,-0.006738,0.058359,-0.036835,-0.078408,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.459929,-0.076655,-0.229965,0.076655,-1.073168,-0.383274,0.383274,-0.229965,0.613239,-0.229965,-0.536584,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.176622,0.930185,-0.542373,-1.162308,0.274550,-1.212840,-1.879045,1.319385,-0.552129,3.293834,-0.530209,-0.914502,0.161406,0.042853,-0.000805,0.693188,-0.777440,0.084407,-0.140766,1.470195,-0.380573,0.378954,0.696955,-0.409759,-1.317688,0.355926,-1.088737,-2.229631,1.087814,-0.450697,3.905735,-0.703011,-0.730642,0.148842,0.042749,-0.018683,0.698876,-0.800812,0.024740,-0.169105,1.562562,-0.269033
15,0.020319,-0.377220,0.200564,-0.078750,0.679698,-0.310409,-0.215277,-0.527492,0.071762,-0.041637,0.964724,-0.438724,-0.082996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192565,0.308209,-0.075250,-0.388278,0.175955,-0.313688,-2.002403,-0.197463,-0.075147,3.623691,-1.619873,0.133148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999674,0.024386,-0.024402,0.999700,-0.007524,-0.002209,0.084146,-0.028382,0.016209,-0.006718,0.048175,-0.050019,-0.012204,0.012252,-0.081126,-0.037398,0.059204,-0.006738,0.058359,-0.036835,-0.078408,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.459929,-0.076655,-0.229965,0.076655,-1.073168,-0.383274,0.383274,-0.229965,0.613239,-0.229965,-0.536584,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.378954,0.696955,-0.409759,-1.317688,0.355926,-1.088737,-2.229631,1.087814,-0.450697,3.905735,-0.703011,-0.730642,0.148842,0.042749,-0.018683,0.698876,-0.800812,0.024740,-0.169105,1.562562,-0.269033,0.566034,0.579833,-0.340566,-1.505577,0.431846,-1.096329,-2.533854,0.921563,-0.354810,4.470653,-0.857903,-0.592406,0.137002,0.064775,-0.040523,0.699192,-0.855931,-0.019453,-0.169738,1.640501,-0.172031
16,0.021771,-0.373428,0.206552,-0.080183,0.672060,-0.306947,-0.221362,-0.569313,0.067122,-0.042899,1.040397,-0.472524,-0.079643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204206,0.310983,-0.070249,-0.409962,0.185847,-0.314664,-2.456976,-0.328538,-0.008236,4.430091,-1.966623,0.270934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999674,0.024386,-0.024402,0.999700,-0.007524,-0.002209,0.084146,-0.028382,0.016209,-0.006718,0.048175,-0.050019,-0.012204,0.012252,-0.081126,-0.037398,0.059204,-0.006738,0.058359,-0.036835,-0.078408,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.459929,-0.076655,-0.229965,0.076655,-1.073168,-0.383274,0.383274,-0.229965,0.613239,-0.229965,-0.536584,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.566034,0.579833,-0.340566,-1.505577,0.431846,-1.096329,-2.533854,0.921563,-0.354810,4.470653,-0.857903,-0.592406,0.137002,0.064775,-0.040523,0.699192,-0.855931,-0.019453,-0.169738,1.640501,-0.172031,0.710935,0.512856,-0.285861,-1.689928,0.497716,-1.142968,-2.838826,0.769169,-0.256429,5.075235,-1.011367,-0.470266,0.118921,0.094872,-0.051144,0.688458,-0.935857,-0.040409,-0.156258,1.706138,-0.075197
17,0.023222,-0.369052,0.213003,-0.081560,0.663299,-0.302975,-0.227864,-0.625771,0.058621,-0.041966,1.141927,-0.517389,-0.072159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.203989,0.299013,-0.063136,-0.408143,0.185073,-0.301140,-2.638999,-0.396693,0.050511,4.740918,-2.092149,0.351952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999674,0.024386,-0.024402,0.999700,-0.007524,-0.002209,0.084146,-0.028382,0.016209,-0.006718,0.048175,-0.050019,-0.012204,0.012252,-0.081126,-0.037398,0.059204,-0.006738,0.058359,-0.036835,-0.078408,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.459929,-0.076655,-0.229965,0.076655,-1.073168,-0.383274,0.383274,-0.229965,0.613239,-0.229965,-0.536584,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.710935,0.512856,-0.285861,-1.689928,0.497716,-1.142968,-2.838826,0.769169,-0.256429,5.075235,-1.011367,-0.470266,0.118921,0.094872,-0.051144,0.688458,-0.935857,-0.040409,-0.156258,1.706138,-0.075197,0.801181,0.457737,-0.241576,-1.814744,0.543610,-1.180897,-3.102479,0.672585,-0.181267,5.611403,-1.130666,-0.368168,0.107977,0.123837,-0.044074,0.666376,-1.012413,-0.050726,-0.127261,1.748483,0.038144
18,0.024673,-0.365268,0.218512,-0.082708,0.655734,-0.299544,-0.233408,-0.674873,0.051254,-0.040879,1.230034,-0.556210,-0.065565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159541,0.228362,-0.046032,-0.318497,0.144449,-0.229307,-2.087282,-0.311586,0.062091,3.734112,-1.638822,0.285266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999667,0.024550,-0.024581,0.999691,-0.007820,-0.004006,0.089757,-0.026819,0.018872,-0.006718,0.051243,-0.053087,-0.016806,0.013786,-0.078058,-0.042000,0.065340,-0.011340,0.066029,-0.038369,-0.084544,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.459929,-0.076655,-0.306619,0.076655,-1.073168,-0.383274,0.459929,-0.229965,0.613239,-0.229965,-0.536584,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.801181,0.457737,-0.241576,-1.814744,0.543610,-1.180897,-3.102479,0.672585,-0.181267,5.611403,-1.130666,-0.368168,0.107977,0.123837,-0.044074,0.666376,-1.012413,-0.050726,-0.127261,1.748483,0.038144,0.844812,0.410291,-0.227586,-1.841292,0.573659,-1.208117,-3.201871,0.677251,-0.154602,5.820798,-1.173327,-0.304618,0.112669,0.131037,-0.035178,0.645465,-1.037530,-0.064639,-0.087816,1.757780,0.160569
19,0.026125,-0.362670,0.222138,-0.083401,0.650559,-0.297197,-0.237036,-0.709263,0.046157,-0.039483,1.291292,-0.582942,-0.060748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117473,0.162497,-0.030451,-0.233769,0.106048,-0.162458,-1.525168,-0.204544,0.048476,2.710447,-1.180012,0.187440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999630,0.025365,-0.025495,0.999585,-0.009451,-0.013631,0.115365,-0.036134,0.016833,-0.003651,0.061981,-0.053087,-0.033679,0.019922,-0.108738,-0.072680,0.080680,-0.023612,0.113583,-0.056777,-0.101417,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.000000,0.000000,-0.229965,0.153310,-0.153310,-0.536584,0.229965,-0.306619,0.613239,-0.383274,-0.153310,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.844812,0.410291,-0.227586,-1.841292,0.573659,-1.208117,-3.201871,0.677251,-0.154602,5.820798,-1.173327,-0.304618,0.112669,0.131037,-0.035178,0.645465,-1.037530,-0.064639,-0.087816,1.757780,0.160569,0.850314,0.376764,-0.213589,-1.809590,0.613622,-1.033754,-3.213048,0.699263,-0.137407,5.763800,-1.140139,-0.266522,0.092669,0.124031,-0.020846,0.611155,-0.996225,-0.056434,-0.082773,1.763249,0.261559
20,0.027576,-0.360569,0.225012,-0.083926,0.646383,-0.295302,-0.239906,-0.735880,0.043073,-0.038940,1.338452,-0.603411,-0.058067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098819,0.134351,-0.024182,-0.196323,0.089072,-0.134017,-1.233712,-0.129089,0.016472,2.181762,-0.945127,0.107386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999599,0.026112,-0.026298,0.999507,-0.010528,-0.017441,0.095661,-0.050176,0.032965,-0.003651,0.063515,-0.053087,-0.041349,0.021456,-0.122544,-0.084951,0.080680,-0.023612,0.142728,-0.065981,-0.109087,0.003068,0.003068,-0.004602,0.001534,-0.009204,0.007670,-0.004602,0.024544,0.000000,0.000000,0.076655,0.000000,-0.229965,0.153310,-0.306619,-0.383274,0.000000,0.000000,0.843203,-0.229965,-0.229965,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.076655,-0.000000,0.843203,0.000000,0.850314,0.376764,-0.213589,-1.809590,0.613622,-1.033754,-3.213048,0.699263,-0.137407,5.763800,-1.140139,-0.266522,0.092669,0.124031,-0.020846,0.611155,-0.996225,-0.056434,-0.082773,1.763249,0.261559,0.853973,0.352675,-0.187857,-1.769923,0.620800,-0.889706,-3.158755,0.739580,-0.133606,5.640285,-1.084492,-0.253665,0.089541,0.113440,-0.014683,0.593647,-0.930970,-0.038467,-0.065525,1.769449,0.327751
21,0.029028,-0.358717,0.227512,-0.084368,0.642707,-0.293634,-0.242397,-0.758611,0.040994,-0.038824,1.378562,-0.620747,-0.056453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076015,0.101707,-0.017597,-0.150783,0.068419,-0.101241,-0.765331,0.028965,-0.091135,1.341739,-0.579087,-0.083101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999537,0.027610,-0.027847,0.999436,-0.012245,-0.019095,0.082277,-0.058638,0.030737,-0.000583,0.065049,-0.054621,-0.042883,0.022990,-0.125612,-0.098757,0.074544,-0.020544,0.167272,-0.069049,-0.104485,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.076655,0.076655,-0.076655,-0.000000,-0.000000,-0.076655,-0.229965,-0.153310,0.000000,0.689894,-0.153310,0.076655,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.853973,0.352675,-0.187857,-1.769923,0.620800,-0.889706,-3.158755,0.739580,-0.133606,5.640285,-1.084492,-0.253665,0.089541,0.113440,-0.014683,0.593647,-0.930970,-0.038467,-0.065525,1.769449,0.327751,0.835554,0.364744,-0.177951,-1.744106,0.610347,-0.874110,-3.036800,0.862214,-0.203904,5.400030,-1.037726,-0.301730,0.129712,0.108739,-0.057544,0.533461,-0.811525,-0.023480,-0.082909,1.718432,0.403767
22,0.030479,-0.357529,0.229080,-0.084630,0.640352,-0.292565,-0.243956,-0.766493,0.044231,-0.042585,1.392121,-0.626574,-0.061391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049394,0.065199,-0.010890,-0.097844,0.044402,-0.064785,-0.229281,0.190443,-0.199724,0.386614,-0.166081,-0.275589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999537,0.027610,-0.027847,0.999436,-0.012245,-0.019095,0.082277,-0.058638,0.030737,-0.000583,0.065049,-0.054621,-0.042883,0.022990,-0.125612,-0.098757,0.074544,-0.020544,0.167272,-0.069049,-0.104485,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.076655,0.076655,-0.076655,-0.000000,-0.000000,-0.076655,-0.229965,-0.153310,0.000000,0.689894,-0.153310,0.076655,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.835554,0.364744,-0.177951,-1.744106,0.610347,-0.874110,-3.036800,0.862214,-0.203904,5.400030,-1.037726,-0.301730,0.129712,0.108739,-0.057544,0.533461,-0.811525,-0.023480,-0.082909,1.718432,0.403767,0.800486,0.388019,-0.182918,-1.703157,0.588569,-0.886717,-2.825597,1.026145,-0.282817,5.009496,-0.949353,-0.380260,0.162050,0.077521,-0.102362,0.520557,-0.707762,-0.003490,-0.106416,1.678179,0.453968
23,0.031930,-0.356742,0.230120,-0.084804,0.638793,-0.291858,-0.244988,-0.767782,0.048611,-0.046813,1.394027,-0.627390,-0.067477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019286,0.025462,-0.004255,-0.038204,0.017338,-0.025301,0.265196,0.276168,-0.234670,-0.487375,0.209714,-0.361650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999507,0.028458,-0.028717,0.999391,-0.012672,-0.020182,0.095897,-0.057720,0.028407,0.004019,0.066583,-0.054621,-0.044417,0.022990,-0.131748,-0.109495,0.065340,-0.011340,0.193350,-0.078252,-0.092214,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.153310,0.000000,0.000000,-0.000000,-0.000000,-0.229965,-0.383274,-0.306619,0.306619,0.919858,-0.229965,0.306619,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.800486,0.388019,-0.182918,-1.703157,0.588569,-0.886717,-2.825597,1.026145,-0.282817,5.009496,-0.949353,-0.380260,0.162050,0.077521,-0.102362,0.520557,-0.707762,-0.003490,-0.106416,1.678179,0.453968,0.749490,0.406871,-0.202930,-1.649392,0.559479,-0.853875,-2.575208,1.203931,-0.368775,4.539545,-0.830853,-0.486529,0.175354,0.045957,-0.142562,0.525803,-0.590840,0.017518,-0.128748,1.676355,0.483086
24,0.033382,-0.356757,0.230099,-0.084800,0.638824,-0.291872,-0.244968,-0.755885,0.055278,-0.051972,1.372626,-0.618186,-0.075857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011051,-0.014528,0.002400,0.021881,-0.009930,0.014428,0.829791,0.373323,-0.256056,-1.490229,0.643359,-0.447933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999507,0.028458,-0.028717,0.999391,-0.012672,-0.020182,0.095897,-0.057720,0.028407,0.004019,0.066583,-0.054621,-0.044417,0.022990,-0.131748,-0.109495,0.065340,-0.011340,0.193350,-0.078252,-0.092214,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.153310,0.000000,0.000000,-0.000000,-0.000000,-0.229965,-0.383274,-0.306619,0.306619,0.919858,-0.229965,0.306619,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.749490,0.406871,-0.202930,-1.649392,0.559479,-0.853875,-2.575208,1.203931,-0.368775,4.539545,-0.830853,-0.486529,0.175354,0.045957,-0.142562,0.525803,-0.590840,0.017518,-0.128748,1.676355,0.483086,0.684654,0.423640,-0.231471,-1.577151,0.518144,-0.855149,-2.267498,1.384100,-0.457867,3.947228,-0.692916,-0.589317,0.193191,0.012403,-0.174619,0.547079,-0.488645,0.025074,-0.156137,1.685835,0.503272
25,0.034833,-0.357184,0.229538,-0.084708,0.639668,-0.292255,-0.244411,-0.734591,0.063544,-0.057055,1.334418,-0.601656,-0.085394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.026447,-0.034776,0.005749,0.052370,-0.023766,0.034538,1.182204,0.433330,-0.253188,-2.120522,0.918029,-0.491299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999445,0.030022,-0.030319,0.999324,-0.013814,-0.021205,0.097300,-0.046651,0.039300,0.033165,0.065049,-0.053087,-0.088903,0.052136,-0.150155,-0.143243,0.068408,-0.009806,0.254709,-0.118136,-0.063068,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.536584,0.000000,0.076655,-0.996513,0.689894,-0.383274,-0.766549,0.076655,-0.153310,1.303133,-1.226478,0.689894,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.684654,0.423640,-0.231471,-1.577151,0.518144,-0.855149,-2.267498,1.384100,-0.457867,3.947228,-0.692916,-0.589317,0.193191,0.012403,-0.174619,0.547079,-0.488645,0.025074,-0.156137,1.685835,0.503272,0.529830,0.483774,-0.268002,-1.495137,0.367548,-0.806762,-1.834161,1.544000,-0.525257,3.255139,-0.508433,-0.713051,0.221331,-0.029609,-0.210977,0.617112,-0.431940,0.091744,-0.168229,1.755848,0.510754
26,0.036284,-0.357815,0.228708,-0.084571,0.640919,-0.292823,-0.243586,-0.708597,0.072611,-0.062100,1.287805,-0.581464,-0.095509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.051455,-0.068366,0.011617,0.101995,-0.046284,0.067991,1.933035,0.541767,-0.200636,-3.474450,1.517439,-0.546821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999407,0.030880,-0.031202,0.999286,-0.014586,-0.021772,0.097800,-0.030942,0.046905,0.045437,0.065049,-0.053087,-0.105777,0.062874,-0.153223,-0.166253,0.082214,-0.017476,0.283854,-0.133476,-0.056932,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.689894,0.000000,0.000000,-0.766549,0.536584,-0.153310,-0.996513,0.536584,-0.383274,1.226478,-0.843203,-0.000000,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.529830,0.483774,-0.268002,-1.495137,0.367548,-0.806762,-1.834161,1.544000,-0.525257,3.255139,-0.508433,-0.713051,0.221331,-0.029609,-0.210977,0.617112,-0.431940,0.091744,-0.168229,1.755848,0.510754,0.317213,0.500832,-0.286123,-1.249803,0.251472,-0.726875,-1.293131,1.723217,-0.560753,2.367818,-0.300565,-0.814241,0.218330,-0.083311,-0.214239,0.710984,-0.408378,0.143583,-0.203031,1.784413,0.523930
27,0.037736,-0.359242,0.226804,-0.084243,0.643748,-0.294106,-0.241691,-0.657269,0.085215,-0.065081,1.195440,-0.540959,-0.107267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.069595,-0.093155,0.016133,0.138053,-0.062644,0.092734,2.509201,0.584195,-0.110232,-4.517153,1.984540,-0.531428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999361,0.032021,-0.032367,0.999233,-0.015190,-0.022542,0.093249,-0.004455,0.066003,0.059243,0.065049,-0.053087,-0.122650,0.072078,-0.165495,-0.189262,0.096019,-0.028214,0.313000,-0.151884,-0.047728,0.003068,0.007670,-0.004602,0.024544,-0.030680,0.006136,-0.004602,0.039884,-0.000000,0.613239,0.000000,0.000000,-0.843203,0.459929,-0.229965,-1.073168,0.613239,-0.459929,1.456442,-0.766549,0.689894,0.000000,0.306619,-0.000000,-0.000000,-0.766549,-0.076655,-0.000000,-0.076655,-0.000000,0.317213,0.500832,-0.286123,-1.249803,0.251472,-0.726875,-1.293131,1.723217,-0.560753,2.367818,-0.300565,-0.814241,0.218330,-0.083311,-0.214239,0.710984,-0.408378,0.143583,-0.203031,1.784413,0.523930,0.060125,0.488378,-0.310647,-0.950004,0.101729,-0.556820,-0.772986,1.805292,-0.569514,1.450099,-0.096007,-0.892001,0.184039,-0.107110,-0.200167,0.819446,-0.385228,0.203153,-0.248281,1.800323,0.535320
